compound,Tc,source
InSe2,[1.55],['10.1016/j.cap.2019.11.005']
InCu(PSe3)2,[0.6],['10.1016/j.ceramint.2019.11.190']
Li3N,[1.01],['10.1016/j.physb.2009.08.278']
Cr2HCOF,"[0.383, 0.383]","['10.1016/j.tsf.2016.11.014', '10.1016/j.tsf.2016.11.014']"
SnBr2,"[2.28, 3.02]","['10.1016/j.matpr.2023.01.342', '10.1016/j.matpr.2023.01.342']"
TiCrSi,[0.765],['10.1016/j.jcrysgro.2022.126556']
Cu7Te4,[1.0],['10.1016/j.solidstatesciences.2003.09.012']
CrO2,[5.0],['10.1016/j.cocom.2022.e00658']
NbAgO3,"[3.0, 3.0, 4.0]","['10.1016/j.ssc.2006.01.001', '10.1016/j.ssc.2006.01.001', '10.1016/j.ssc.2006.01.001']"
CrTe3,"[0.46, 0.465]","['10.1016/j.physleta.2020.126684', '10.1016/j.physleta.2020.126684']"
KAg2SbS4,"[0.82, 1.9, 2.184]","['10.1016/j.cocom.2019.e00365', '10.1016/j.cocom.2019.e00365', '10.1016/j.cocom.2019.e00365']"
SrClF,"[6.625, 8.22]","['10.1016/j.ssc.2021.114430', '10.1016/j.ssc.2021.114430']"
NaFeSnO4,"[2.0, 2.04]","['10.1016/j.commatsci.2021.110401', '10.1016/j.commatsci.2021.110401']"
Si(SnS2)2,"[2.0, 2.0]","['10.1016/j.optmat.2015.06.008', '10.1016/j.optmat.2015.06.008']"
La9Ge3SbSe21,[2.0],['10.1016/j.solidstatesciences.2014.10.009']
RbVO3,"[2.973, 2.973, 2.973]","['10.1016/j.jlumin.2019.116832', '10.1016/j.jlumin.2019.116832', '10.1016/j.jlumin.2019.116832']"
Zn0.875Co0.125Se1,[0.65],['10.1016/j.ssc.2018.10.010']
Zn0.75Co0.25Se1,[0.39],['10.1016/j.ssc.2018.10.010']
Mn1Si1.75,[0.66],['10.1016/j.ssc.2019.113807']
Mn15Si26,[0.4],['10.1016/j.ssc.2019.113807']
Hf2AlV,"[0.24, 0.49]","['10.1016/j.cjph.2017.04.012', '10.1016/j.cjph.2017.04.012']"
Ca2Ge,"[0.036, 0.21, 0.358, 0.548]","['10.1016/j.ijleo.2021.167422', '10.1016/j.ijleo.2021.167422', '10.1016/j.ijleo.2021.167422', '10.1016/j.ijleo.2021.167422']"
FeP2,[0.37],['10.1016/j.mssp.2020.105564']
GdN,"[0.98, 1.037]","['10.1016/j.rinp.2011.08.001', '10.1016/j.rinp.2011.08.001']"
NbAlZnFe,"[0.244, 0.244]","['10.1016/j.mtcomm.2022.105046', '10.1016/j.mtcomm.2022.105046']"
SrCl2,[5.18],['10.1016/j.jallcom.2007.01.163']
SnP3,[0.424],['10.1016/j.vacuum.2019.108823']
GeAs2,"[0.574, 0.574, 1.21]","['10.1016/j.ceramint.2019.06.078', '10.1016/j.ceramint.2019.06.078', '10.1016/j.physb.2021.413033']"
C3Cl,[2.5],['10.1016/S0009-2614(97)01433-4']
CaRuO3,"[1.27, 1.27]","['10.1016/j.physb.2021.412962', '10.1016/j.physb.2021.412962']"
SrRuO3,"[0.27, 0.27]","['10.1016/j.physb.2021.412962', '10.1016/j.physb.2021.412962']"
Ti2VSi,[0.3],['10.1016/j.matchemphys.2015.08.040']
Y0.2Al1.8O3,[3.0],['10.1016/j.apsusc.2004.08.004']
B2N3,[2.25],['10.1016/j.cplett.2020.137097']
TlI,[2.9],['10.1016/j.optmat.2021.110982']
Gd,"[1.85, 4.0462, 4.0861]","['10.1016/j.cocom.2021.e00632', '10.1016/j.cocom.2021.e00632', '10.1016/j.cocom.2021.e00632']"
Eu,"[0.74, 1.6, 1.74, 4.404999999999999, 4.41]","['10.1016/j.cocom.2021.e00632', '10.1016/j.cocom.2021.e00632', '10.1016/j.saa.2019.01.033', '10.1016/j.saa.2019.01.033', '10.1016/j.inoche.2021.108586']"
K2P,[2.817],['10.1016/S0009-2614(02)00931-4']
ThTe2,[0.113],['10.1016/j.jnucmat.2018.05.008']
Li0.125Ni0.875O0.875,[7.0],['10.1016/j.solidstatesciences.2004.06.004']
Zr2GaRh,"[0.573, 0.63281, 0.641]","['10.1016/j.physb.2019.411941', '10.1016/j.matchemphys.2019.122122', '10.1016/j.matchemphys.2019.122122']"
Zr2InRh,[0.6428],['10.1016/j.physb.2019.411941']
Si5Au,[2.775],['10.1016/j.mtcomm.2019.100832']
B6S,"[1.211, 1.211, 1.892]","['10.1016/j.ssc.2021.114423', '10.1016/j.ssc.2021.114423', '10.1016/j.ssc.2021.114423']"
B6Se,"[0.132, 0.132]","['10.1016/j.ssc.2021.114423', '10.1016/j.ssc.2021.114423']"
GeH3CI3NF3,[2.5],['10.1016/j.cplett.2020.138020']
NaInO2,[3.7],['10.1016/S0925-8388(03)00179-8']
SiB3,[2.0],['10.1016/S0925-8388(02)00764-8']
Na8Pt,[5.0],['10.1016/j.commatsci.2014.08.002']
Sr2MgWO6,[5.79],['10.1016/j.mseb.2019.114434']
Cl2,"[1.19, 3.16, 6.151]","['10.1016/j.jpcs.2017.05.005', '10.1016/j.cplett.2022.139639', '10.1016/j.vacuum.2020.109504']"
PbBr3,[2.89],['10.1016/j.jpcs.2017.05.005']
PbCl3,[2.89],['10.1016/j.jpcs.2017.05.005']
Be3As2,"[0.92, 0.92, 0.92, 0.92]","['10.1016/j.jpcs.2020.109575', '10.1016/j.jpcs.2020.109575', '10.1016/j.jpcs.2020.109575', '10.1016/j.jpcs.2020.109575']"
RbPbBr3,"[0.282, 0.8504999999999999, 1.31]","['10.1016/j.mtcomm.2022.103305', '10.1016/j.mtcomm.2022.103305', '10.1016/j.mtcomm.2022.103305']"
In2CuSe4,"[0.79, 0.79, 1.5, 1.5]","['10.1016/j.jallcom.2011.08.040', '10.1016/j.jallcom.2011.08.040', '10.1016/j.jallcom.2011.08.040', '10.1016/j.jallcom.2011.08.040']"
Li0.5In1Cu0.5Se2,"[1.08, 1.5]","['10.1016/j.jallcom.2011.08.040', '10.1016/j.jallcom.2011.08.040']"
Al0.5,"[1.31, 2.43, 2.923, 3.02]","['10.1016/j.cplett.2022.139597', '10.1016/j.mssp.2022.107033', '10.1016/j.apsusc.2023.156884', '10.1016/j.apsusc.2023.156884']"
RbH,"[2.44, 3.2]","['10.1016/j.commatsci.2013.12.003', '10.1016/j.commatsci.2013.12.003']"
CsH,"[2.44, 3.2, 3.59, 4.85]","['10.1016/j.commatsci.2013.12.003', '10.1016/j.commatsci.2013.12.003', '10.1016/j.commatsci.2013.12.003', '10.1016/j.commatsci.2013.12.003']"
AgBr,"[1.695, 2.1, 2.1, 2.51, 2.58, 3.49]","['10.1016/j.chemosphere.2022.134927', '10.1016/j.chemosphere.2022.134927', '10.1016/j.chemosphere.2022.134927', '10.1016/j.chemosphere.2022.134927', '10.1016/j.mssp.2023.107414', '10.1016/j.jphotochem.2021.113751']"
LiCoSiO4,[1.9],['10.1016/j.commatsci.2008.08.014']
CoSiO4,[1.0],['10.1016/j.commatsci.2008.08.014']
SiO,"[2.46, 8.65, 8.74]","['10.1016/j.surfin.2022.102273', '10.1016/j.apsusc.2021.151932', '10.1016/j.apsusc.2021.151932']"
RuBrO,[1.04],['10.1016/j.cplett.2020.138163']
Nb2N,[4.291],['10.1016/j.mseb.2022.116167']
CrO4,[0.9],['10.1016/j.apsusc.2017.02.239']
Ba2CrWO6,[1.82],['10.1016/j.commatsci.2014.05.030']
Ni2P,"[5.38, 5.38]","['10.1016/j.mseb.2021.115389', '10.1016/j.mseb.2021.115389']"
CsGeF3,"[2.1, 2.1]","['10.1016/j.cocom.2022.e00663', '10.1016/j.cocom.2022.e00663']"
CsGeCl3,"[1.25, 1.25, 1.6, 1.9, 2.1, 2.1, 2.2, 2.32]","['10.1016/j.cocom.2022.e00663', '10.1016/j.cocom.2022.e00663', '10.1016/j.cocom.2022.e00663', '10.1016/j.cocom.2022.e00663', '10.1016/j.mssp.2022.106488', '10.1016/j.mssp.2022.106488', '10.1016/j.mssp.2022.106488', '10.1016/j.mssp.2022.106488']"
AlB3N4,[3.59],['10.1016/j.mssp.2023.107400']
Hf,"[2.44, 2.5]","['10.1016/j.vacuum.2021.110530', '10.1016/j.commatsci.2014.11.033']"
VCrSe,"[0.24, 0.44]","['10.1016/j.mtcomm.2020.101519', '10.1016/j.mtcomm.2020.101519']"
YScCrSi,[0.862],['10.1016/j.matchemphys.2018.02.020']
ZrFeO3,[5.01],['10.1016/j.jmmm.2015.05.096']
FeSnO3,[0.37],['10.1016/j.jmmm.2015.05.096']
GaFeCo2,[0.902],['10.1016/j.ssc.2022.114947']
FeCo2Ge,"[0.809, 0.809]","['10.1016/j.ssc.2022.114947', '10.1016/j.ssc.2022.114947']"
Sn1.03Te1,[0.21],['10.1016/j.jallcom.2023.170182']
Cu0.04Ag0.04Sn0.95Te1,[0.25],['10.1016/j.jallcom.2023.170182']
AgPb10,[2.2],['10.1016/j.physe.2021.114725']
AgPb12,[2.77],['10.1016/j.physe.2021.114725']
BH2N,"[4.494, 5.51]","['10.1016/j.apsusc.2020.147262', '10.1016/j.ssc.2010.05.031']"
GaPH2,[2.501],['10.1016/j.apsusc.2020.147262']
GaAsH2,[2.501],['10.1016/j.apsusc.2020.147262']
TlSbS2,"[1.62, 1.78]","['10.1016/j.ssc.2022.114973', '10.1016/j.ssc.2022.114973']"
TlSb3S5,[1.78],['10.1016/j.ssc.2022.114973']
H3C10,"[1.65, 2.41, 3.6]","['10.1016/j.cplett.2009.10.020', '10.1016/j.cplett.2009.10.020', '10.1016/j.cplett.2009.10.020']"
C10F3,"[1.0, 2.4, 2.41, 3.6]","['10.1016/j.cplett.2009.10.020', '10.1016/j.cplett.2009.10.020', '10.1016/j.comptc.2012.04.015', '10.1016/j.comptc.2012.04.015']"
Cr2Se,[2.55],['10.1016/j.jallcom.2021.161089']
ZrH2,[0.624],['10.1016/j.comptc.2020.112940']
LiBeP,[1.51],['10.1016/j.jpcs.2014.02.012']
Ti2FeSn,[0.78],['10.1016/j.mtcomm.2021.102036']
LuGe14,[3.14],['10.1016/j.mtcomm.2021.103018']
InCuTe2,"[1.06, 1.06]","['10.1016/j.comptc.2013.02.002', '10.1016/j.comptc.2013.02.002']"
LiGaS2,"[2.46, 3.28, 4.15]","['10.1016/j.jssc.2008.05.047', '10.1016/j.optmat.2017.01.049', '10.1016/j.ssc.2008.12.048']"
LiInS2,"[2.46, 3.17]","['10.1016/j.jssc.2008.05.047', '10.1016/j.commatsci.2009.06.021']"
HgAu,[1.14],['10.1016/S0009-2614(02)01428-8']
TbF3,[4.0],['10.1016/j.jpcs.2009.07.024']
LiZnAs,[1.25],['10.1016/0368-2048(90)80186-E']
LiZnP,"[2.1, 2.1]","['10.1016/0368-2048(90)80186-E', '10.1016/j.physb.2017.05.041']"
PrN,[1.86],['10.1016/j.mssp.2015.08.014']
NdN,[2.1],['10.1016/j.mssp.2015.08.014']
SrAgF3,"[1.795, 1.795, 1.795, 2.074]","['10.1016/j.mtcomm.2022.105258', '10.1016/j.mtcomm.2022.105258', '10.1016/j.mtcomm.2022.105258', '10.1016/j.mtcomm.2022.105258']"
BeAgF3,[1.82],['10.1016/j.mtcomm.2022.105258']
MgAgF3,"[1.82, 1.901]","['10.1016/j.mtcomm.2022.105258', '10.1016/j.mtcomm.2022.105258']"
CaAgF3,"[1.901, 2.074]","['10.1016/j.mtcomm.2022.105258', '10.1016/j.mtcomm.2022.105258']"
LuCrCoGe,"[0.39, 0.39]","['10.1016/j.jallcom.2017.05.116', '10.1016/j.jallcom.2017.10.277']"
Tl3AsSe3,[1.5],['10.1016/j.cap.2023.02.021']
Tl3AsS3,[1.9],['10.1016/j.cap.2023.02.021']
ZrCo2Sn,"[0.3, 0.36]","['10.1016/j.jallcom.2022.165464', '10.1016/j.jallcom.2022.165464']"
KSrCl3,"[4.2, 4.346, 4.346]","['10.1016/j.cocom.2022.e00737', '10.1016/j.cocom.2022.e00737', '10.1016/j.cocom.2022.e00737']"
KBeCl3,[1.907],['10.1016/j.cocom.2022.e00737']
KCaCl3,"[1.907, 3.849]","['10.1016/j.cocom.2022.e00737', '10.1016/j.cocom.2022.e00737']"
NaBeF3,[6.9],['10.1016/j.ijleo.2022.169897']
BaNaF3,"[3.5, 3.5, 6.9]","['10.1016/j.ijleo.2022.169897', '10.1016/j.ijleo.2022.169897', '10.1016/j.ijleo.2022.169897']"
H2O,"[4.32, 5.5, 5.52]","['10.1016/j.mtcomm.2023.105967', '10.1016/j.apt.2017.03.022', '10.1016/j.apt.2017.03.022']"
Al2CdO4,[2.46],['10.1016/j.jallcom.2019.151773']
WSeS,"[0.063, 1.62, 1.81, 2.176, 2.19]","['10.1016/j.apsusc.2021.150639', '10.1016/j.jmgm.2019.107511', '10.1016/j.cocom.2022.e00677', '10.1016/j.apsusc.2021.148968', '10.1016/j.apsusc.2021.151660']"
TeWS,[1.67],['10.1016/j.apsusc.2021.150639']
GeRu,[0.15],['10.1016/j.matchemphys.2022.126695']
CsInBr3,[1.583],['10.1016/j.mssp.2021.106033']
Cs2ZrCl6,[4.86],['10.1016/j.rinp.2021.104875']
Ca2Sb2O7,[0.29],['10.1016/j.apcatb.2012.08.025']
MnNiSb,"[0.38, 0.48, 0.48, 0.49]","['10.1016/j.jallcom.2011.08.017', '10.1016/j.jallcom.2011.08.017', '10.1016/j.jallcom.2011.08.017', '10.1016/j.jallcom.2011.08.017']"
TiNiSb,[0.53],['10.1016/j.jallcom.2011.08.017']
CrNiSb,"[0.38, 0.49]","['10.1016/j.jallcom.2011.08.017', '10.1016/j.jallcom.2011.08.017']"
Zn0.75Fe0.25S1,[4.0],['10.1016/j.jallcom.2010.08.079']
Cs2GeP4O13,"[3.888, 3.888]","['10.1016/j.molstruc.2009.01.009', '10.1016/j.molstruc.2009.01.009']"
GeSe2,"[1.16, 1.16]","['10.1016/j.physe.2021.115022', '10.1016/j.cocom.2022.e00717']"
Sr8MgTi7O23,[1.38],['10.1016/j.physb.2011.01.042']
Te2Pt,"[0.681, 2.13, 2.13]","['10.1016/j.vacuum.2023.111982', '10.1016/j.vacuum.2023.111982', '10.1016/j.vacuum.2020.109859']"
Ti2N,[2.59],['10.1016/j.jmmm.2022.169895']
Ti(HO)4,[0.2],['10.1016/j.matchemphys.2018.03.066']
Ba,"[0.088, 0.24, 3.3]","['10.1016/j.physb.2012.01.109', '10.1016/j.mssp.2023.107406', '10.1016/j.mssp.2022.106676']"
TaB9,[2.64],['10.1016/j.rinp.2023.106223']
La2MnCoO6,[0.95],['10.1016/j.ijleo.2019.164165']
SrHfN2,[1.139],['10.1016/j.commatsci.2014.06.045']
Ba4SnGe2(S4Br)2,"[2.066, 2.066]","['10.1016/j.jallcom.2014.05.079', '10.1016/j.jallcom.2014.05.079']"
Mg2Sn,[0.33],['10.1016/j.chemphys.2022.111729']
YTiCoGe,[0.44],['10.1016/j.matchemphys.2016.09.011']
YVCoGe,[0.54],['10.1016/j.matchemphys.2016.09.011']
ZrSeS,"[0.672, 1.61, 1.8]","['10.1016/j.tsf.2023.139675', '10.1016/j.commatsci.2019.109109', '10.1016/j.commatsci.2019.109109']"
Al2CuS4,[2.27],['10.1016/j.materresbull.2018.09.013']
Zn0.9375,[3.07],['10.1016/j.mssp.2015.03.022']
Zn1.0625O1,[2.38],['10.1016/j.mssp.2015.03.022']
RbPb2Cl5,[4.83],['10.1016/j.optmat.2022.112050']
CdSnAs2,[0.44],['10.1016/j.mssp.2014.06.015']
Zn0.9583Ni0.0417O1,[0.395],['10.1016/j.physb.2012.02.030']
Ni3S2,"[1.69, 1.75]","['10.1016/j.jcat.2019.11.018', '10.1016/j.jcat.2019.11.018']"
BNO,"[0.7, 4.63]","['10.1016/j.apsusc.2020.147513', '10.1016/j.apsusc.2020.147513']"
Ge6As3Se11,"[0.93, 1.86]","['10.1016/j.jnoncrysol.2020.120048', '10.1016/j.jnoncrysol.2020.120048']"
Ge3As3Se4,[1.62],['10.1016/j.jnoncrysol.2020.120048']
Ge3As2Se5,[1.4],['10.1016/j.jnoncrysol.2020.120048']
KSN,"[2.198, 2.96]","['10.1016/j.mseb.2020.114753', '10.1016/j.mseb.2020.114753']"
Cs2SnBr6,"[1.462, 1.554, 2.401]","['10.1016/j.commatsci.2022.111961', '10.1016/j.commatsci.2022.111961', '10.1016/j.commatsci.2022.111961']"
Cs2Sn1I4.5Br1.5,[0.971],"['10.1016/j.commatsci.2022.111961', '10.1016/j.commatsci.2022.111961']"
Cs2Sn(IBr)3,"[0.971, 0.988, 1.068, 1.554]","['10.1016/j.commatsci.2022.111961', '10.1016/j.commatsci.2022.111961', '10.1016/j.commatsci.2022.111961', '10.1016/j.commatsci.2022.111961']"
Cs2Sn1I1.5Br4.5,"[1.068, 1.554, 2.401]","['10.1016/j.commatsci.2022.111961', '10.1016/j.commatsci.2022.111961', '10.1016/j.commatsci.2022.111961', '10.1016/j.commatsci.2022.111961']"
Ti1.5Fe1.5O5,[0.61],['10.1016/j.jssc.2021.122734']
CsMgH3,"[2.97, 2.99]","['10.1016/j.jpcs.2022.110902', '10.1016/j.jpcs.2022.110902']"
RbMgH3,[2.63],['10.1016/j.jpcs.2022.110902']
SiF,"[0.81, 1.92]","['10.1016/j.physe.2016.08.015', '10.1016/j.physe.2016.08.015']"
GeF,[0.12],['10.1016/j.physe.2016.08.015']
Ag2Te,"[0.8, 0.9]","['10.1016/j.apsusc.2017.08.053', '10.1016/j.apsusc.2017.08.053']"
YFeAs,[1.058],['10.1016/j.cocom.2022.e00776']
YCoSb,[1.058],['10.1016/j.cocom.2022.e00776']
YCrSb,"[0.52, 0.865, 0.875, 1.221, 1.231]","['10.1016/j.cocom.2022.e00776', '10.1016/j.cocom.2022.e00776', '10.1016/j.cocom.2022.e00776', '10.1016/j.cocom.2022.e00776', '10.1016/j.cocom.2022.e00776']"
Ti(CoO2)2,"[1.1, 1.1, 1.1]","['10.1016/j.powtec.2021.05.070', '10.1016/j.powtec.2021.05.070', '10.1016/j.powtec.2021.05.070']"
TiSeCl,[1.526],['10.1016/j.ijleo.2021.167438']
AgBiCl6,"[2.2, 2.77]","['10.1016/j.cjph.2018.01.004', '10.1016/j.mssp.2022.106993', '10.1016/j.micrna.2022.207370']"
Os,[1.383],['10.1016/j.tsf.2020.138045']
Bi2MoO6,"[1.77, 2.63]","['10.1016/j.jssc.2012.01.004', '10.1016/j.jssc.2012.01.004']"
Sr3BiN,"[0.26, 0.26]","['10.1016/j.physleta.2022.128478', '10.1016/j.commatsci.2009.04.028']"
ZnSnN2,"[0.97, 1.5, 2.09]","['10.1016/j.mtcomm.2022.104385', '10.1016/j.mtcomm.2022.104385', '10.1016/j.physleta.2020.126670']"
MgH2,[4.25],['10.1016/j.jallcom.2008.10.040']
Mn(BiTe2)2,[0.25],['10.1016/j.mtcomm.2022.103875']
BaO,"[2.105, 2.274]","['10.1016/j.mssp.2010.04.001', '10.1016/j.jpcs.2014.10.021']"
Li3AlN2,[4.15],['10.1016/j.physb.2010.02.033']
Li7MnN4,[],['10.1016/j.physb.2010.02.033']
CsSnI2Br,[1.07],['10.1016/j.mssp.2020.105657']
LiS,"[2.0, 2.0, 3.7, 3.7]","['10.1016/j.jpowsour.2014.07.078', '10.1016/j.jpowsour.2014.07.078', '10.1016/j.jpowsour.2014.07.078', '10.1016/j.jpowsour.2014.07.078']"
KF,[5.32],['10.1016/j.apsusc.2019.144678']
CdN,[0.925],['10.1016/j.jmmm.2015.12.063']
Zn0.625Cr0.375N1,[8.0],"['10.1016/j.jmmm.2015.12.063', '10.1016/j.jmmm.2015.12.063']"
Cd0.625,[1.5499999999999998],['10.1016/j.jmmm.2015.12.063']
PN6,[2.59],['10.1016/j.vacuum.2022.111429']
LuTa(CoSb)2,[0.898],['10.1016/j.physb.2023.414809']
Cd(GaSe2)2,[2.45],['10.1016/j.jallcom.2009.03.057']
AlCrNi,"[0.02, 0.17]","['10.1016/j.jmmm.2018.10.089', '10.1016/j.jmmm.2018.10.089']"
CrGaNi,"[0.02, 0.17]","['10.1016/j.jmmm.2018.10.089', '10.1016/j.jmmm.2018.10.089']"
CrInNi,[0.07],['10.1016/j.jmmm.2018.10.089']
Rb2SnBr6,"[1.1, 2.13, 2.13, 3.52]","['10.1016/j.solener.2019.08.030', '10.1016/j.solener.2019.08.030', '10.1016/j.solener.2019.08.030', '10.1016/j.solener.2019.08.030']"
Rb2SnCl6,"[2.13, 3.52, 3.52]","['10.1016/j.solener.2019.08.030', '10.1016/j.solener.2019.08.030', '10.1016/j.solener.2019.08.030']"
Cu2Te,[1.04],['10.1016/j.physb.2017.08.032']
Ca0.25H6Pb0.75C1I3N1,[1.54],"['10.1016/j.physb.2020.412579', '10.1016/j.physb.2020.412579', '10.1016/j.physb.2020.412579', '10.1016/j.physb.2020.412579', '10.1016/j.physb.2020.412579']"
Sr0.125H6Pb0.875C1I3N1,[1.525],"['10.1016/j.physb.2020.412579', '10.1016/j.physb.2020.412579', '10.1016/j.physb.2020.412579', '10.1016/j.physb.2021.412897', '10.1016/j.physb.2021.412897', '10.1016/j.physb.2021.412897']"
H6Pb0.5C1N1,"[1.739, 1.796]","['10.1016/j.physb.2020.412579', '10.1016/j.physb.2020.412579']"
H6Pb0.25C1N1,"[1.936, 1.964]","['10.1016/j.physb.2020.412579', '10.1016/j.physb.2020.412579']"
Sr0.25H6Pb0.75C1I3N1,[1.525],"['10.1016/j.physb.2020.412579', '10.1016/j.physb.2020.412579']"
Ca0.125H6Pb0.875C1I3N1,"[1.44, 1.54, 1.619]","['10.1016/j.physb.2020.412579', '10.1016/j.physb.2020.412579', '10.1016/j.physb.2020.412579', '10.1016/j.physb.2020.412579', '10.1016/j.physb.2020.412579', '10.1016/j.physb.2020.412579', '10.1016/j.physb.2020.412579']"
Sr2CaMoO6,[2.078],['10.1016/j.ssc.2015.04.012']
Cr2CdO4,[3.96],['10.1016/j.cap.2017.04.011']
Yb(MgBi)2,[2.63],['10.1016/j.jre.2022.11.018']
Cd(RhO2)2,"[0.81, 2.48]","['10.1016/j.jallcom.2018.09.338', '10.1016/j.jallcom.2018.09.338']"
Zn2SnO4,"[3.6500000000000004, 3.7249999999999996]","['10.1016/j.molliq.2017.05.011', '10.1016/j.molliq.2017.05.011']"
Cs3Ga(I2Br)2,"[1.319, 1.319]","['10.1016/j.physb.2022.414085', '10.1016/j.physb.2022.414085']"
Cs3GaI5Br,"[1.319, 1.319, 1.319]","['10.1016/j.physb.2022.414085', '10.1016/j.physb.2022.414085', '10.1016/j.physb.2022.414085']"
Cs3GaI6,"[1.175, 1.175, 1.18]","['10.1016/j.physb.2022.414085', '10.1016/j.physb.2022.414085', '10.1016/j.physb.2022.414085']"
CsGaS2,"[2.499, 3.076]","['10.1016/j.cjph.2018.03.006', '10.1016/j.cjph.2018.03.006']"
TePtSe,[0.72],['10.1016/j.physe.2020.114311']
NaYF6,"[6.97, 10.36]","['10.1016/j.cjph.2018.05.004', '10.1016/j.cjph.2018.05.004']"
InFeO3,"[2.2, 2.6]","['10.1016/j.jpcs.2021.110346', '10.1016/j.jpcs.2021.110346']"
Sc2FeSi,[0.54],['10.1016/j.jmmm.2017.07.010']
Sc2FeGe,[0.6],['10.1016/j.jmmm.2017.07.010']
SrI2,[3.79],['10.1016/j.jpcs.2022.111195']
BaI2,[3.35],['10.1016/j.jpcs.2022.111195']
CrMo(CS3)2,"[2.09, 3.1]","['10.1016/j.jallcom.2023.169962', '10.1016/j.jallcom.2023.169962']"
Si1N0.1O0.9,[2.5],['10.1016/j.jnoncrysol.2022.121925']
Si1N0.3O0.8,"[2.5, 3.3]","['10.1016/j.jnoncrysol.2022.121925', '10.1016/j.jnoncrysol.2022.121925']"
Si1N0.5O0.7,[3.9],['10.1016/j.jnoncrysol.2022.121925']
InFe2CuTe4,[0.32],['10.1016/j.cocom.2020.e00459']
ZrTiAlRh,[0.287],['10.1016/j.jallcom.2021.158906']
ZrTiInRh,"[0.287, 0.378]","['10.1016/j.jallcom.2021.158906', '10.1016/j.jallcom.2021.158906']"
BCO5F,[3.0],['10.1016/j.elspec.2020.146983']
Cs2SeBr6,"[1.69, 2.66]","['10.1016/j.optmat.2021.111316', '10.1016/j.optmat.2021.111316']"
Cs2SeCl6,[3.28],['10.1016/j.optmat.2021.111316']
NaHO,"[5.5, 5.52]","['10.1016/j.apt.2017.03.022', '10.1016/j.apt.2017.03.022']"
Tl2PtCl6,"[2.12, 2.37]","['10.1016/j.matchemphys.2023.127293', '10.1016/j.matchemphys.2023.127293']"
Tl2PtBr6,"[2.12, 2.37]","['10.1016/j.matchemphys.2023.127293', '10.1016/j.matchemphys.2023.127293']"
NiAs,[6.62],['10.1016/j.jpcs.2018.06.020']
TiAs,[6.16],['10.1016/j.jpcs.2018.06.020']
YAg3,[6.68],['10.1016/j.jallcom.2017.02.008']
Mg(AlC)2,[2.02],['10.1016/j.physb.2022.413688']
Mg(AlSb)2,[2.74],['10.1016/j.physb.2022.413688']
AlSe,[2.07],['10.1016/j.ijleo.2021.166761']
LiScSiPt,[1.08],['10.1016/j.mtcomm.2022.103961']
TaFe2B,[0.756],['10.1016/j.cocom.2019.e00438']
TaInFe2,[0.208],['10.1016/j.cocom.2019.e00438']
ZnCu2SiS4,[3.04],['10.1016/j.solidstatesciences.2017.06.007']
MgCu2SiS4,"[1.71, 2.64]","['10.1016/j.solidstatesciences.2017.06.007', '10.1016/j.solidstatesciences.2017.06.007']"
MgCu2GeS4,"[1.71, 2.64]","['10.1016/j.solidstatesciences.2017.06.007', '10.1016/j.solidstatesciences.2017.06.007']"
LaVO4,"[2.8, 3.0525, 3.0525]","['10.1016/j.jssc.2009.04.032', '10.1016/j.cocom.2022.e00773', '10.1016/j.cocom.2022.e00773']"
P5N12,[3.6],['10.1016/j.electacta.2019.135294']
Li3PO4,[8.1],['10.1016/j.jpowsour.2016.01.078']
SbMo,[1.5],['10.1016/j.matchemphys.2020.124159']
InI,[2.22],['10.1016/j.physe.2019.113605']
Ga2Ru,"[0.184, 0.231]","['10.1016/j.commatsci.2012.02.040', '10.1016/j.commatsci.2012.02.040']"
Al2Os,[0.587],['10.1016/j.commatsci.2012.02.040']
CoP,[1.83],['10.1016/j.jcis.2021.09.097']
Y4Zr3O12,[3.79],"['10.1016/j.jpcs.2014.05.015', '10.1016/j.jpcs.2014.05.015']"
Cs2Sn(ICl2)2,[1.0],"['10.1016/j.solener.2022.08.069', '10.1016/j.solener.2022.08.069']"
Cs2SnI5F,[1.57],['10.1016/j.solener.2022.08.069']
Cs2Sn(I2F)2,[1.91],['10.1016/j.solener.2022.08.069']
YCo2Se,[0.23],['10.1016/j.physb.2020.412558']
LuTiCoSi,[0.29],['10.1016/j.jallcom.2017.10.277']
LaTiCoSn,"[0.08, 0.19]","['10.1016/j.jallcom.2017.10.277', '10.1016/j.jallcom.2017.10.277']"
ScTiCoSi,"[0.08, 0.19, 0.24]","['10.1016/j.jallcom.2017.10.277', '10.1016/j.jallcom.2017.10.277', '10.1016/j.jallcom.2017.10.277']"
ScTiCoGe,[0.19],['10.1016/j.jallcom.2017.10.277']
LuCrCoSi,[0.42],['10.1016/j.jallcom.2017.10.277']
TlPbCl3,[3.14],['10.1016/j.mseb.2022.115781']
CuBiS,[2.06],['10.1016/j.mssp.2021.106415']
BiS,"[1.5, 2.06]","['10.1016/j.mssp.2021.106415', '10.1016/j.mssp.2021.106415']"
Nd,[4.085],['10.1016/j.saa.2019.01.033']
PHCN,[2.59],['10.1016/j.chemosphere.2022.136686']
VSi7,[0.59],['10.1016/j.physe.2021.114644']
MnSi7,[0.64],['10.1016/j.physe.2021.114644']
PtN2,[2.1],['10.1016/j.physb.2019.01.017']
GaAgSe2,"[1.82, 1.83]","['10.1016/j.physb.2022.414305', '10.1016/j.physb.2022.414305']"
