compound,Tc,source
Sr0.3La0.7Mn1O3,"[  1.  210.  240.  250.  250.  285.  285.  300.  300.  315.  315.  318.
 324.  324.  340.  350.  355.  360.  360.  360.  360.  360.  360.  365.
 365.  365.  365.  365.  365.  369.  370.  370.  370.  370.  370.  370.
 370.  370.  370.  370.  370.  370.  373.  375.  375.  378.1 380.  390.
 415. ]","['10.1016/S0038-1098(01)00123-5' '10.1016/S0169-4332(01)00730-9'
 '10.1016/S0169-4332(01)00730-9' '10.1016/S0375-9601(02)00252-9'
 '10.1016/S0921-4526(03)00194-7' '10.1016/j.actamat.2015.12.054'
 '10.1016/j.actamat.2015.12.054' '10.1016/j.actamat.2015.12.054'
 '10.1016/j.actamat.2015.12.054' '10.1016/j.actamat.2015.12.054'
 '10.1016/j.ceramint.2015.02.034' '10.1016/j.ceramint.2015.08.158'
 '10.1016/j.ceramint.2017.07.021' '10.1016/j.jallcom.2008.03.033'
 '10.1016/j.jallcom.2008.10.027' '10.1016/j.jallcom.2015.10.038'
 '10.1016/j.jmmm.2005.02.062' '10.1016/j.jmmm.2005.12.003'
 '10.1016/j.jmmm.2005.12.003' '10.1016/j.jmmm.2006.10.751'
 '10.1016/j.jmmm.2006.12.002' '10.1016/j.jmmm.2006.12.002'
 '10.1016/j.jmmm.2007.03.077' '10.1016/j.jmmm.2010.12.007'
 '10.1016/j.jmmm.2011.10.033' '10.1016/j.jmmm.2014.02.075'
 '10.1016/j.jmmm.2014.05.025' '10.1016/j.jmmm.2014.10.163'
 '10.1016/j.jmmm.2015.06.046' '10.1016/j.jmmm.2015.07.050'
 '10.1016/j.jmmm.2017.01.100' '10.1016/j.jmmm.2017.06.051'
 '10.1016/j.jmmm.2017.09.001' '10.1016/j.jmmm.2017.11.007'
 '10.1016/j.jmmm.2018.11.017' '10.1016/j.jmmm.2019.01.098'
 '10.1016/j.jmmm.2019.165487' '10.1016/j.jmmm.2020.167324'
 '10.1016/j.jmmm.2021.168624' '10.1016/j.jmmm.2022.169462'
 '10.1016/j.jmmm.2022.169462' '10.1016/j.mseb.2007.07.067'
 '10.1016/j.mseb.2007.07.067' '10.1016/j.physb.2004.10.100'
 '10.1016/j.progsolidstchem.2005.11.004' '10.1016/j.ssc.2009.07.017'
 '10.1016/j.ssc.2009.07.017' '10.1016/j.ssc.2009.07.017'
 '10.1016/j.vacuum.2006.09.016']"
Gd30Al7Co13,[ 82. 155.],['10.1016/j.jallcom.2020.157231' '10.1016/j.jmmm.2008.09.025']
Gd3AlCo,[109.],['10.1016/j.jallcom.2020.157231']
Gd5(SiGe)2,"[  5.  11.  57. 216. 266. 272. 272. 276. 276. 276. 276. 276. 276. 276.
 276. 276. 278. 293. 293. 294. 294. 295. 297.]","['10.1016/S0304-8853(99)00619-8' '10.1016/S1002-0071(12)60077-X'
 '10.1016/j.actamat.2008.08.048' '10.1016/j.intermet.2014.10.002'
 '10.1016/j.jallcom.2005.11.077' '10.1016/j.jallcom.2005.11.077'
 '10.1016/j.jallcom.2014.11.174' '10.1016/j.jallcom.2020.156379'
 '10.1016/j.jmmm.2006.07.025' '10.1016/j.jmmm.2006.07.025'
 '10.1016/j.jmmm.2007.03.023' '10.1016/j.jmmm.2010.12.007'
 '10.1016/j.jmmm.2011.01.017' '10.1016/j.jmmm.2017.09.009'
 '10.1016/j.jmmm.2019.03.130' '10.1016/j.jmmm.2019.03.130'
 '10.1016/j.jmmm.2019.165887' '10.1016/j.jmmm.2019.165887'
 '10.1016/j.jmmm.2021.168194' '10.1016/j.jmmm.2021.168194'
 'Carvalho2011-JAC-509-3452' 'Carvalho2011-JAC-509-3452'
 'Gama2004-PRL-93-237202']"
Fe,"[3.00000e+00 3.50000e+00 5.00000e+00 5.80000e+00 6.00000e+00 8.00000e+00
 1.00000e+01 1.00000e+01 1.30000e+01 1.38000e+01 1.40000e+01 1.70000e+01
 2.50000e+01 2.50000e+01 2.80000e+01 3.00000e+01 3.00000e+01 3.20000e+01
 3.20000e+01 3.90000e+01 3.90000e+01 4.00000e+01 4.50000e+01 5.10000e+01
 5.35000e+01 5.60000e+01 5.60000e+01 6.00000e+01 8.00000e+01 8.99500e+01
 9.00000e+01 9.05000e+01 9.40000e+01 9.50000e+01 1.00000e+02 1.00000e+02
 1.05000e+02 1.10000e+02 1.15000e+02 1.25000e+02 1.25000e+02 1.30000e+02
 1.30000e+02 1.30000e+02 1.35000e+02 1.36000e+02 1.39000e+02 1.45000e+02
 1.45000e+02 1.50000e+02 1.50000e+02 1.50000e+02 1.50000e+02 1.50000e+02
 1.52000e+02 1.66000e+02 1.66000e+02 1.73000e+02 1.75000e+02 1.80000e+02
 1.83000e+02 1.88000e+02 1.92000e+02 1.98000e+02 1.98000e+02 2.00000e+02
 2.03000e+02 2.05000e+02 2.20000e+02 2.25000e+02 2.30000e+02 2.35000e+02
 2.35000e+02 2.35000e+02 2.40000e+02 2.40000e+02 2.50000e+02 2.50000e+02
 2.50000e+02 2.52500e+02 2.55500e+02 2.56500e+02 2.60000e+02 2.62000e+02
 2.65000e+02 2.68000e+02 2.70000e+02 2.70000e+02 2.80000e+02 2.83000e+02
 2.84000e+02 2.93000e+02 2.93000e+02 2.95000e+02 2.97500e+02 3.00000e+02
 3.00000e+02 3.00000e+02 3.01000e+02 3.01000e+02 3.11500e+02 3.12000e+02
 3.17150e+02 3.22000e+02 3.30000e+02 3.34000e+02 3.45000e+02 3.45000e+02
 3.50000e+02 3.50000e+02 3.60000e+02 3.60000e+02 3.78000e+02 3.90000e+02
 3.99000e+02 4.00000e+02 4.00000e+02 4.00000e+02 4.07500e+02 4.14000e+02
 4.25000e+02 4.25000e+02 4.40000e+02 4.50000e+02 4.86000e+02 4.89000e+02
 5.10000e+02 5.15000e+02 5.38150e+02 5.39000e+02 5.50000e+02 5.50000e+02
 5.50000e+02 5.50000e+02 5.59000e+02 5.60000e+02 5.61000e+02 5.61000e+02
 5.61150e+02 5.83000e+02 5.85000e+02 5.85000e+02 5.90000e+02 5.93150e+02
 5.93150e+02 5.99000e+02 6.00000e+02 6.00000e+02 6.03150e+02 6.08000e+02
 6.12650e+02 6.20000e+02 6.21000e+02 6.23150e+02 6.30000e+02 6.40000e+02
 6.42000e+02 6.43500e+02 6.47000e+02 6.50000e+02 6.65000e+02 6.73150e+02
 6.81000e+02 7.00000e+02 7.00000e+02 7.25000e+02 7.25000e+02 7.35000e+02
 7.35000e+02 7.40000e+02 7.50000e+02 7.63150e+02 8.10000e+02 8.20000e+02
 8.43000e+02 8.58000e+02 8.73000e+02 8.73150e+02 9.00000e+02 9.23150e+02
 9.30000e+02 9.43150e+02 9.73150e+02 1.00000e+03 1.00000e+03 1.00015e+03
 1.03315e+03 1.03815e+03 1.03900e+03 1.04000e+03 1.04000e+03 1.04000e+03
 1.04000e+03 1.04000e+03 1.04000e+03 1.04115e+03 1.04115e+03 1.04300e+03
 1.04300e+03 1.04300e+03 1.04300e+03 1.04300e+03 1.04300e+03 1.04300e+03
 1.04300e+03 1.04300e+03 1.04300e+03 1.04300e+03 1.04300e+03 1.04300e+03
 1.04300e+03 1.04300e+03 1.04300e+03 1.04300e+03 1.04300e+03 1.04300e+03
 1.04300e+03 1.04315e+03 1.04315e+03 1.04315e+03 1.04315e+03 1.04315e+03
 1.04315e+03 1.04315e+03 1.04315e+03 1.04315e+03 1.04400e+03 1.04400e+03
 1.04400e+03 1.04400e+03 1.04815e+03 1.05000e+03 1.05000e+03 1.05300e+03
 1.05315e+03 1.17315e+03 1.18400e+03 1.20000e+03 1.21215e+03 1.23400e+03
 1.25815e+03 1.30000e+03 1.38000e+03 1.38800e+03 1.39315e+03 1.39400e+03
 1.39400e+03 1.40315e+03 3.14500e+03 4.00000e+03 5.54000e+03]","['10.1016/0022-4596(95)80022-H' '10.1016/0304-8853(78)90078-1'
 '10.1016/0304-8853(84)90105-7' '10.1016/0304-8853(86)90097-1'
 '10.1016/0304-8853(87)90132-6' '10.1016/0304-8853(91)90364-G'
 '10.1016/0304-8853(91)90434-C' '10.1016/0304-8853(93)91331-Z'
 '10.1016/S0022-0248(01)02346-6' '10.1016/S0022-3093(00)00262-3'
 '10.1016/S0022-3093(00)00262-3' '10.1016/S0022-3697(98)00336-9'
 '10.1016/S0022-3697(98)00336-9' '10.1016/S0022-3697(98)00336-9'
 '10.1016/S0304-8853(00)00035-4' '10.1016/S0304-8853(00)00164-5'
 '10.1016/S0304-8853(00)01147-1' '10.1016/S0304-8853(00)01335-4'
 '10.1016/S0304-8853(01)00061-0' '10.1016/S0304-8853(02)00032-X'
 '10.1016/S0304-8853(02)00032-X' '10.1016/S0304-8853(02)00407-9'
 '10.1016/S0304-8853(02)00503-6' '10.1016/S0304-8853(02)01147-2'
 '10.1016/S0304-8853(03)00064-7' '10.1016/S0304-8853(03)00219-1'
 '10.1016/S0304-8853(03)00219-1' '10.1016/S0304-8853(03)00281-6'
 '10.1016/S0304-8853(03)00299-3' '10.1016/S0304-8853(98)00090-0'
 '10.1016/S0304-8853(99)00624-1' '10.1016/S0921-4526(02)00690-7'
 '10.1016/S0921-4526(02)01853-7' '10.1016/S0925-8388(01)00878-7'
 '10.1016/S0925-8388(02)00126-3' '10.1016/S0925-8388(02)01354-3'
 '10.1016/S0925-8388(03)00327-X' '10.1016/S0925-8388(97)00194-1'
 '10.1016/S0925-8388(98)00406-X' '10.1016/S0925-8388(99)00660-X'
 '10.1016/S0927-7757(01)00980-3' '10.1016/S1474-7065(03)00121-9'
 '10.1016/j.actamat.2003.12.001' '10.1016/j.actamat.2020.07.007'
 '10.1016/j.aej.2016.06.014' '10.1016/j.apr.2017.01.006'
 '10.1016/j.apsusc.2007.04.069' '10.1016/j.apt.2014.10.014'
 '10.1016/j.apt.2014.10.014' '10.1016/j.biortech.2018.02.113'
 '10.1016/j.buildenv.2015.03.034' '10.1016/j.cap.2017.11.019'
 '10.1016/j.ceramint.2017.06.008' '10.1016/j.ceramint.2019.09.155'
 '10.1016/j.ceramint.2021.05.055' '10.1016/j.cocom.2018.01.008'
 '10.1016/j.colsurfb.2010.08.037' '10.1016/j.elspec.2012.07.005'
 '10.1016/j.envpol.2019.113214' '10.1016/j.epsl.2006.04.015'
 '10.1016/j.epsl.2006.07.042' '10.1016/j.ica.2005.06.022'
 '10.1016/j.icarus.2014.06.032' '10.1016/j.ijimpeng.2019.103464'
 '10.1016/j.ijleo.2015.08.094' '10.1016/j.intermet.2010.10.010'
 '10.1016/j.intermet.2019.106629' '10.1016/j.jallcom.2003.08.035'
 '10.1016/j.jallcom.2006.07.011' '10.1016/j.jallcom.2006.07.011'
 '10.1016/j.jallcom.2006.07.011' '10.1016/j.jallcom.2006.07.011'
 '10.1016/j.jallcom.2007.04.289' '10.1016/j.jallcom.2009.03.149'
 '10.1016/j.jallcom.2009.03.149' '10.1016/j.jallcom.2009.03.149'
 '10.1016/j.jallcom.2009.05.134' '10.1016/j.jallcom.2010.04.135'
 '10.1016/j.jallcom.2010.04.135' '10.1016/j.jallcom.2013.02.161'
 '10.1016/j.jallcom.2013.07.160' '10.1016/j.jallcom.2014.06.093'
 '10.1016/j.jallcom.2014.09.078' '10.1016/j.jallcom.2014.09.078'
 '10.1016/j.jallcom.2016.03.260' '10.1016/j.jallcom.2016.04.307'
 '10.1016/j.jallcom.2016.04.307' '10.1016/j.jallcom.2016.07.282'
 '10.1016/j.jallcom.2016.07.282' '10.1016/j.jallcom.2016.08.250'
 '10.1016/j.jallcom.2017.03.341' '10.1016/j.jallcom.2018.03.057'
 '10.1016/j.jallcom.2018.05.278' '10.1016/j.jallcom.2018.10.331'
 '10.1016/j.jallcom.2019.03.189' '10.1016/j.jallcom.2020.157071'
 '10.1016/j.jallcom.2020.157071' '10.1016/j.jallcom.2020.157312'
 '10.1016/j.jallcom.2021.161812' '10.1016/j.jappgeo.2019.06.016'
 '10.1016/j.jcis.2013.04.041' '10.1016/j.jcis.2013.04.041'
 '10.1016/j.jcis.2013.04.041' '10.1016/j.jcrysgro.2010.11.014'
 '10.1016/j.jes.2022.02.015' '10.1016/j.jmmm.2003.11.268'
 '10.1016/j.jmmm.2003.12.1420' '10.1016/j.jmmm.2004.10.117'
 '10.1016/j.jmmm.2004.10.117' '10.1016/j.jmmm.2004.11.322'
 '10.1016/j.jmmm.2005.03.054' '10.1016/j.jmmm.2005.05.019'
 '10.1016/j.jmmm.2005.09.012' '10.1016/j.jmmm.2005.12.015'
 '10.1016/j.jmmm.2006.02.267' '10.1016/j.jmmm.2006.04.036'
 '10.1016/j.jmmm.2006.04.036' '10.1016/j.jmmm.2006.07.011'
 '10.1016/j.jmmm.2006.10.1118' '10.1016/j.jmmm.2006.10.314'
 '10.1016/j.jmmm.2006.11.106' '10.1016/j.jmmm.2007.02.206'
 '10.1016/j.jmmm.2007.03.094' '10.1016/j.jmmm.2007.03.094'
 '10.1016/j.jmmm.2007.03.111' '10.1016/j.jmmm.2007.03.179'
 '10.1016/j.jmmm.2008.05.032' '10.1016/j.jmmm.2009.02.063'
 '10.1016/j.jmmm.2009.03.081' '10.1016/j.jmmm.2009.07.078'
 '10.1016/j.jmmm.2009.09.014' '10.1016/j.jmmm.2010.02.032'
 '10.1016/j.jmmm.2010.10.036' '10.1016/j.jmmm.2011.09.001'
 '10.1016/j.jmmm.2011.09.006' '10.1016/j.jmmm.2011.09.006'
 '10.1016/j.jmmm.2012.03.022' '10.1016/j.jmmm.2012.10.015'
 '10.1016/j.jmmm.2014.05.007' '10.1016/j.jmmm.2014.10.163'
 '10.1016/j.jmmm.2015.03.060' '10.1016/j.jmmm.2015.03.060'
 '10.1016/j.jmmm.2015.04.112' '10.1016/j.jmmm.2015.09.006'
 '10.1016/j.jmmm.2016.03.054' '10.1016/j.jmmm.2016.09.121'
 '10.1016/j.jmmm.2016.12.141' '10.1016/j.jmmm.2017.04.006'
 '10.1016/j.jmmm.2017.08.046' '10.1016/j.jmmm.2017.08.046'
 '10.1016/j.jmmm.2017.08.046' '10.1016/j.jmmm.2017.08.046'
 '10.1016/j.jmmm.2018.06.055' '10.1016/j.jmmm.2018.09.098'
 '10.1016/j.jmmm.2018.10.075' '10.1016/j.jmmm.2019.165450'
 '10.1016/j.jmmm.2019.165450' '10.1016/j.jmmm.2019.165830'
 '10.1016/j.jmmm.2019.166262' '10.1016/j.jmmm.2019.166267'
 '10.1016/j.jmmm.2021.167806' '10.1016/j.jmmm.2021.168574'
 '10.1016/j.jmmm.2021.168610' '10.1016/j.jmmm.2021.168878'
 '10.1016/j.jmrt.2021.03.049' '10.1016/j.jmrt.2021.03.049'
 '10.1016/j.jmrt.2021.03.049' '10.1016/j.jmrt.2021.03.049'
 '10.1016/j.jnoncrysol.2018.06.040' '10.1016/j.jnoncrysol.2018.06.040'
 '10.1016/j.jnucmat.2013.10.006' '10.1016/j.jpcs.2021.110268'
 '10.1016/j.jre.2018.10.008' '10.1016/j.jsg.2014.05.013'
 '10.1016/j.jssc.2008.06.008' '10.1016/j.jssc.2008.09.001'
 '10.1016/j.jssc.2011.05.013' '10.1016/j.jssc.2018.11.022'
 '10.1016/j.matchar.2022.112007' '10.1016/j.matchemphys.2011.07.031'
 '10.1016/j.matchemphys.2012.03.104' '10.1016/j.matchemphys.2015.01.044'
 '10.1016/j.matchemphys.2021.125150' '10.1016/j.matchemphys.2021.125150'
 '10.1016/j.matchemphys.2021.125150' '10.1016/j.matchemphys.2021.125150'
 '10.1016/j.matchemphys.2021.125150' '10.1016/j.physb.2006.05.029'
 '10.1016/j.physb.2006.05.029' '10.1016/j.physb.2006.05.140'
 '10.1016/j.physb.2007.02.028' '10.1016/j.physb.2007.04.071'
 '10.1016/j.physb.2017.08.083' '10.1016/j.physb.2018.04.002'
 '10.1016/j.physb.2018.06.013' '10.1016/j.poly.2014.08.008'
 '10.1016/j.poly.2014.08.008' '10.1016/j.poly.2017.04.006'
 '10.1016/j.pss.2010.11.008' '10.1016/j.rinp.2021.104145'
 '10.1016/j.scib.2020.10.006' '10.1016/j.scriptamat.2005.12.024'
 '10.1016/j.scriptamat.2005.12.024' '10.1016/j.scriptamat.2016.12.009'
 '10.1016/j.solidstatesciences.2021.106802' '10.1016/j.spmi.2016.11.063'
 '10.1016/j.ssc.2004.08.016' '10.1016/j.ssc.2006.01.011'
 '10.1016/j.surfcoat.2021.127575' '10.1016/j.tca.2020.178672'
 '10.1016/j.tecto.2015.06.021' '10.1016/j.tsf.2017.06.059'
 '10.1016/j.tsf.2017.06.059' '10.1016/j.ultramic.2016.07.005'
 '10.1016/j.vacuum.2009.01.030' '10.1016/j.vacuum.2015.07.021'
 '10.1016/j.vacuum.2019.108860' 'Amornpitoksuk2008-PRB-77-144405'
 'An2009-PRB-79-075120' 'Andreev2003-JAC-354-78'
 'Bajorek2009-JAC-485-6' 'Blundell2001-MagnetismInCondensedMatter'
 'Buschow - Concise Encyclopedia of Magnetic and Superconducting Materials'
 'Choudhary2020-JAC-839-155549' 'Coey1987-PS-19-426'
 'DeCampos2006-NatMat-5-802' 'Drotziger2010-JPSJ-79-124705'
 'Garbarino2011-PRB-84-024510'
 'Handbook_of_Magnetic_Materials_Vol 17-2008'
 'Hosono2015-PC-514-399' 'Hosono2015-PC-514-399'
 'Ibarra1989-PRB-39-7081' 'Isnard2009-JPCM-21-406003'
 'KittelIntroductionToSolidStatePhysics8th' 'Kumar1985-PRB-32-69'
 'Kumar1985-PRB-32-69' 'Kumar1985-PRB-32-69'
 'Kumar1985-PRB-32-69' 'May2016-PRB-93-014411'
 'McGuire2012-JAP-111-093918' 'Naren2011-JPCM-23-055601'
 'Nevidomskyy2009-PRL-103-147205' 'Patterson-SolidStatePhysics'
 'Sagawa1998-JAP-55-2083' 'Shen2017-RPP-80-016101'
 'Sidebottom2012-FundamentalsCondensedMatter'
 'Skomski2008SimpleModelsOfMagnetism' 'Wang1991-PSSA-127-K61'
 'Wang2016-JACS'
 'Zhao2007-Methods-for-Phase-Diagram-Determination'
 'dAstuto2016-PRB-93-180508']"
Mn0.053Ga0.947As1,[110. 110. 110.],"['10.1016/S0304-8853(02)01023-5' '10.1016/S1386-9477(00)00098-9'
 '10.1016/S1386-9477(01)00066-2']"
Sm2Fe14C,[588.15],['10.1016/S0925-8388(99)00278-9']
UTe,[102. 102. 102. 104. 104.],"['10.1016/j.jmmm.2003.11.201' '10.1016/j.jmmm.2006.10.268'
 '10.1016/j.jpcs.2004.08.025' '10.1016/j.physb.2003.11.059'
 'Coqblin2006-PM-86-2567']"
FeRh,[  3. 260. 266. 270. 350. 350. 350. 370. 400. 415. 495. 640. 840. 850.],"['10.1016/S0925-8388(98)00591-X' '10.1016/S0925-8388(98)00591-X'
 '10.1016/S0925-8388(98)00591-X' '10.1016/j.intermet.2019.02.015'
 '10.1016/j.intermet.2019.02.015' '10.1016/j.intermet.2019.02.015'
 '10.1016/j.intermet.2019.02.015' '10.1016/j.jmmm.2021.168034'
 '10.1016/j.jmmm.2021.168034' '10.1016/j.jmmm.2022.169095'
 '10.1016/j.jmmm.2022.169465' '10.1016/j.jmmm.2022.169465'
 '10.1016/j.matchemphys.2021.125252' 'Song2017-PMS-87-33']"
Sr0.23La0.77Mn1O3,[333.15],['10.1016/j.jpcs.2017.09.030']
Fe3O4,"[   5.1     9.     20.     40.     43.     46.     86.    106.    114.
  116.    120.    120.    121.    125.    125.    135.    146.    150.
  150.    150.    183.    186.    225.    230.    235.    245.    278.15
  300.    317.15  317.15  326.5   326.5   326.85  333.15  369.    370.65
  410.    600.    631.    823.    823.    840.    843.    843.    843.15
  845.    848.15  849.15  850.    850.    850.    850.    850.    850.
  850.    850.    851.    853.    853.    853.15  853.15  853.15  853.15
  853.15  853.15  858.    858.    858.    858.    858.    858.    858.
  858.    858.    858.    858.    858.    858.    858.    858.    858.
  858.    858.15  858.15  858.15  858.15  860.    860.    860.    860.
  860.    860.    860.    860.    860.    860.    860.    860.    860.
  860.    863.15  863.15  873.    918.    918.15  918.15  918.15  918.15
  986.   1043.   1053.   1053.  ]","['10.1016/0921-4534(90)90215-Z' '10.1016/S0304-8853(01)01057-5'
 '10.1016/S0304-8853(02)01062-4' '10.1016/S0304-8853(99)00355-8'
 '10.1016/S0304-8853(99)00453-9' '10.1016/j.actamat.2006.10.050'
 '10.1016/j.amc.2020.125634' '10.1016/j.apenergy.2020.114570'
 '10.1016/j.apsusc.2005.07.090' '10.1016/j.apsusc.2012.03.015'
 '10.1016/j.apsusc.2014.09.175' '10.1016/j.apsusc.2015.10.180'
 '10.1016/j.bbrc.2015.08.030' '10.1016/j.bbrc.2015.08.030'
 '10.1016/j.carbon.2012.05.002' '10.1016/j.carbon.2012.05.002'
 '10.1016/j.cej.2018.10.118' '10.1016/j.cej.2018.10.118'
 '10.1016/j.ceramint.2015.08.144' '10.1016/j.ceramint.2015.08.158'
 '10.1016/j.ceramint.2015.08.158' '10.1016/j.ceramint.2020.09.116'
 '10.1016/j.ceramint.2022.04.191' '10.1016/j.ceramint.2022.04.191'
 '10.1016/j.colsurfb.2015.05.033' '10.1016/j.colsurfb.2015.05.033'
 '10.1016/j.colsurfb.2018.10.051' '10.1016/j.jallcom.2006.07.011'
 '10.1016/j.jallcom.2006.07.011' '10.1016/j.jallcom.2006.07.011'
 '10.1016/j.jallcom.2006.07.011' '10.1016/j.jallcom.2008.04.101'
 '10.1016/j.jallcom.2008.10.104' '10.1016/j.jallcom.2008.10.104'
 '10.1016/j.jallcom.2010.04.135' '10.1016/j.jallcom.2010.04.135'
 '10.1016/j.jallcom.2010.04.135' '10.1016/j.jallcom.2010.04.135'
 '10.1016/j.jallcom.2012.08.056' '10.1016/j.jallcom.2013.05.184'
 '10.1016/j.jallcom.2014.06.074' '10.1016/j.jallcom.2020.156898'
 '10.1016/j.jallcom.2020.156898' '10.1016/j.jconrel.2012.04.030'
 '10.1016/j.jhazmat.2011.06.074' '10.1016/j.jhazmat.2011.06.074'
 '10.1016/j.jmmm.2003.08.019' '10.1016/j.jmmm.2003.12.250'
 '10.1016/j.jmmm.2003.12.348' '10.1016/j.jmmm.2003.12.744'
 '10.1016/j.jmmm.2003.12.806' '10.1016/j.jmmm.2004.02.001'
 '10.1016/j.jmmm.2004.02.001' '10.1016/j.jmmm.2004.03.030'
 '10.1016/j.jmmm.2004.07.025' '10.1016/j.jmmm.2004.09.064'
 '10.1016/j.jmmm.2005.02.023' '10.1016/j.jmmm.2006.03.056'
 '10.1016/j.jmmm.2006.03.056' '10.1016/j.jmmm.2006.09.005'
 '10.1016/j.jmmm.2007.09.017' '10.1016/j.jmmm.2007.10.007'
 '10.1016/j.jmmm.2008.12.004' '10.1016/j.jmmm.2009.02.014'
 '10.1016/j.jmmm.2009.02.080' '10.1016/j.jmmm.2010.05.009'
 '10.1016/j.jmmm.2010.09.009' '10.1016/j.jmmm.2010.09.009'
 '10.1016/j.jmmm.2012.03.013' '10.1016/j.jmmm.2015.08.048'
 '10.1016/j.jmmm.2015.08.048' '10.1016/j.jmmm.2015.08.048'
 '10.1016/j.jmmm.2016.06.085' '10.1016/j.jmmm.2016.12.071'
 '10.1016/j.jmmm.2017.07.021' '10.1016/j.jmmm.2017.07.082'
 '10.1016/j.jmmm.2018.03.027' '10.1016/j.jmmm.2019.03.041'
 '10.1016/j.jmmm.2019.166057' '10.1016/j.jmmm.2019.166174'
 '10.1016/j.jmmm.2020.166413' '10.1016/j.jmmm.2020.166992'
 '10.1016/j.jmmm.2021.167730' '10.1016/j.jmmm.2021.168128'
 '10.1016/j.jmmm.2021.168300' '10.1016/j.jnoncrysol.2019.03.028'
 '10.1016/j.jpcs.2013.07.005' '10.1016/j.jssc.2012.06.031'
 '10.1016/j.matchemphys.2017.02.012' '10.1016/j.materresbull.2010.08.003'
 '10.1016/j.materresbull.2011.12.041' '10.1016/j.materresbull.2011.12.041'
 '10.1016/j.materresbull.2019.110726' '10.1016/j.matlet.2013.03.008'
 '10.1016/j.matpr.2022.06.064' '10.1016/j.msec.2014.06.016'
 '10.1016/j.msec.2014.06.016' '10.1016/j.physb.2020.412079'
 '10.1016/j.physrep.2018.06.009' '10.1016/j.physrep.2018.06.009'
 '10.1016/j.physrep.2018.06.009' '10.1016/j.physrep.2021.04.002'
 '10.1016/j.scriptamat.2008.04.020' '10.1016/j.solmat.2020.110635'
 '10.1016/j.surfin.2019.100348' '10.1016/j.surfin.2019.100348'
 '10.1016/j.susc.2006.10.037' '10.1016/j.tsf.2005.10.036'
 '10.1016/j.tsf.2009.10.010' '10.1016/j.tsf.2010.01.024'
 'Antonov2016-PRB-94-035122' 'Antonov2016-PRB-94-035122']"
UH3,[170. 172. 174.],"['10.1016/S0925-8388(99)00324-2' '10.1016/S0925-8388(99)00324-2'
 '10.1016/j.jsamd.2016.06.005']"
SrCoO3,[210. 222. 222. 266. 266. 275. 280. 305.],"['10.1016/0022-4596(79)90227-5' '10.1016/j.cplett.2021.139269'
 '10.1016/j.jmmm.2012.08.010' '10.1016/j.jssc.2005.08.019'
 '10.1016/j.jssc.2006.04.028' '10.1016/j.jssc.2006.04.028'
 '10.1016/j.jssc.2006.07.004' '10.1016/j.solidstatesciences.2009.01.002']"
SnO2,[ 42. 300. 360. 550.],"['10.1016/j.jallcom.2019.05.325' '10.1016/j.jmmm.2020.166948'
 '10.1016/j.pmatsci.2022.100970' '10.1016/j.pmatsci.2022.100970']"
CeFeCoGe,[866.],['10.1016/j.cjph.2020.01.003']
Zn,"[ 33.    88.   186.   186.5  227.   318.15 488.15 549.   563.   663.15
 672.15 693.15 693.15 693.15 732.   790.  ]","['10.1016/S0304-8853(02)00037-9' '10.1016/j.jallcom.2011.06.047'
 '10.1016/j.jallcom.2013.09.017' '10.1016/j.jallcom.2020.155227'
 '10.1016/j.jallcom.2021.162836' '10.1016/j.jcrysgro.2010.11.059'
 '10.1016/j.jmmm.2004.11.398' '10.1016/j.jmmm.2006.05.032'
 '10.1016/j.jmmm.2012.11.039' '10.1016/j.jmmm.2016.06.035'
 '10.1016/j.jmmm.2018.05.044' '10.1016/j.jmmm.2019.165523'
 '10.1016/j.matlet.2016.11.083' '10.1016/j.physb.2017.10.003'
 '10.1016/j.ssc.2006.10.007' 'Johnston2010-AP-59-803']"
